ID, Domain, len, objs, gen_seq_rate, l_exe, gt_exe
3, blocksworld, 92, 15, 1.0, 0.3736530849672458, 0.8310886644219978
4, blocksworld, 236, 14, 0.1, 0.5789783669363135, 0.6747993579454253
4, blocksworld, 236, 14, 0.2, 0.5789783669363135, 0.6760013085281903
4, blocksworld, 236, 14, 0.3, 0.5789783669363135, 0.6784809245335561
4, blocksworld, 236, 14, 0.4, 0.5789783669363135, 0.6735380116959064
4, blocksworld, 236, 14, 0.5, 0.5789783669363135, 0.6776695526695526
4, blocksworld, 236, 14, 0.6, 0.5789783669363135, 0.681377264710598
4, blocksworld, 236, 14, 0.7, 0.5789783669363135, 0.6858866442199776
4, blocksworld, 236, 14, 0.8, 0.5789783669363135, 0.6845839345839346
4, blocksworld, 236, 14, 0.9, 0.5789783669363135, 0.6793463737908182
4, blocksworld, 236, 14, 1.0, 0.5789783669363135, 0.6801881246325691
5, blocksworld, 476, 13, 0.1, 0.5789783669363135, 0.6714642411271625
5, blocksworld, 476, 13, 0.2, 0.5789783669363135, 0.678241451897366
5, blocksworld, 476, 13, 0.3, 0.5789783669363135, 0.6733430799220274
5, blocksworld, 476, 13, 0.4, 0.5789783669363135, 0.6809871901977166
5, blocksworld, 476, 13, 0.5, 0.5789783669363135, 0.6808227780450004
5, blocksworld, 476, 13, 0.6, 0.5789783669363135, 0.6875167014055903
5, blocksworld, 476, 13, 0.7, 0.5789783669363135, 0.6803217358772915
5, blocksworld, 476, 13, 0.8, 0.5789783669363135, 0.6800077494521939
5, blocksworld, 476, 13, 0.9, 0.5789783669363135, 0.6868018812463257
5, blocksworld, 476, 13, 1.0, 0.5789783669363135, 0.6778833306611085
6, blocksworld, 15, 19, 0.1, 0.5051855345627754, 1.0
6, blocksworld, 15, 19, 0.2, 0.5051855345627754, 1.0
6, blocksworld, 15, 19, 0.3, 0.5051855345627754, 0.9894736842105263
6, blocksworld, 15, 19, 0.4, 0.5051855345627754, 0.9894736842105263
6, blocksworld, 15, 19, 0.5, 0.5051855345627754, 0.9696969696969697
6, blocksworld, 15, 19, 0.6, 0.5051855345627754, 0.9696969696969697
6, blocksworld, 15, 19, 0.7, 0.5051855345627754, 0.9696969696969697
6, blocksworld, 15, 19, 0.8, 0.5051855345627754, 0.9696969696969697
6, blocksworld, 15, 19, 0.9, 0.5051855345627754, 0.9696969696969697
6, blocksworld, 15, 19, 1.0, 0.5051855345627754, 0.9696969696969697
7, blocksworld, 45, 19, 0.1, 0.5893494360618644, 0.8031810470012718
7, blocksworld, 45, 19, 0.2, 0.5893494360618644, 0.8525432850701669
7, blocksworld, 45, 19, 0.3, 0.5893494360618644, 0.8576617145038198
7, blocksworld, 45, 19, 0.4, 0.5893494360618644, 0.8688089493352651
7, blocksworld, 45, 19, 0.5, 0.5893494360618644, 0.9288319704986372
7, blocksworld, 45, 19, 0.6, 0.5893494360618644, 0.9871492704826038
7, blocksworld, 45, 19, 0.7, 0.5893494360618644, 0.9949494949494949
7, blocksworld, 45, 19, 0.8, 0.5893494360618644, 0.9949494949494949
7, blocksworld, 45, 19, 0.9, 0.5893494360618644, 0.9915824915824916
7, blocksworld, 45, 19, 1.0, 0.5893494360618644, 0.9941077441077442
8, blocksworld, 75, 18, 0.1, 0.5893494360618644, 0.8252700067306808
8, blocksworld, 75, 18, 0.2, 0.5893494360618644, 0.8486535368255799
8, blocksworld, 75, 18, 0.3, 0.5893494360618644, 0.8497218278797226
8, blocksworld, 75, 18, 0.4, 0.5893494360618644, 0.8631340686603844
8, blocksworld, 75, 18, 0.5, 0.5893494360618644, 0.9235209235209235
8, blocksworld, 75, 18, 0.6, 0.5893494360618644, 0.9875420875420876
8, blocksworld, 75, 18, 0.7, 0.5893494360618644, 0.9949494949494949
8, blocksworld, 75, 18, 0.8, 0.5893494360618644, 0.9966329966329966
8, blocksworld, 75, 18, 0.9, 0.5893494360618644, 0.9949494949494949
8, blocksworld, 75, 18, 1.0, 0.5893494360618644, 0.9957912457912458
9, blocksworld, 132, 15, 0.1, 0.3736530849672458, 0.8302122347066168
9, blocksworld, 132, 15, 0.2, 0.3736530849672458, 0.8327359617682198
9, blocksworld, 132, 15, 0.3, 0.3736530849672458, 0.8391812865497077
9, blocksworld, 132, 15, 0.4, 0.3736530849672458, 0.8362573099415205
9, blocksworld, 132, 15, 0.5, 0.3736530849672458, 0.8294051627384961
9, blocksworld, 132, 15, 0.6, 0.3736530849672458, 0.8484848484848485
9, blocksworld, 132, 15, 0.7, 0.3736530849672458, 0.8417508417508418
9, blocksworld, 132, 15, 0.8, 0.3736530849672458, 0.8322109988776656
9, blocksworld, 132, 15, 0.9, 0.3736530849672458, 0.8709315375982043
9, blocksworld, 132, 15, 1.0, 0.3736530849672458, 0.8524130190796858
10, blocksworld, 343, 14, 0.1, 0.5789783669363135, 0.6743282206765353
10, blocksworld, 343, 14, 0.2, 0.5789783669363135, 0.6680804460374353
10, blocksworld, 343, 14, 0.3, 0.5789783669363135, 0.6730158730158731
10, blocksworld, 343, 14, 0.4, 0.5789783669363135, 0.6746240601503759
10, blocksworld, 343, 14, 0.5, 0.5789783669363135, 0.6792996098551654
10, blocksworld, 343, 14, 0.6, 0.5789783669363135, 0.679727165838277
10, blocksworld, 343, 14, 0.7, 0.5789783669363135, 0.6856995884773662
10, blocksworld, 343, 14, 0.8, 0.5789783669363135, 0.6884653412431191
10, blocksworld, 343, 14, 0.9, 0.5789783669363135, 0.6896878841323286
10, blocksworld, 343, 14, 1.0, 0.5789783669363135, 0.6816444872000428
11, blocksworld, 684, 13, 0.1, 0.8188258265147725, 0.8742675328064238
11, blocksworld, 684, 13, 0.2, 0.8188258265147725, 0.8802018552592656
11, blocksworld, 684, 13, 0.3, 0.8188258265147725, 0.9011621911933084
11, blocksworld, 684, 13, 0.4, 0.8188258265147725, 0.9057801582038044
11, blocksworld, 684, 13, 0.5, 0.8188258265147725, 0.9259285243972901
11, blocksworld, 684, 13, 0.6, 0.8188258265147725, 0.9252231968922016
11, blocksworld, 684, 13, 0.7, 0.8188258265147725, 0.9318563481303801
11, blocksworld, 684, 13, 0.8, 0.8188258265147725, 0.9060333430755214
11, blocksworld, 684, 13, 0.9, 0.8188258265147725, 0.902747230896304
11, blocksworld, 684, 13, 1.0, 0.8188258265147725, 0.9033330834925363
12, blocksworld, 30, 19, 0.1, 1.0, 0.8761518448425617
12, blocksworld, 30, 19, 0.2, 1.0, 0.8748377592724123
12, blocksworld, 30, 19, 0.3, 1.0, 0.8992347643238717
12, blocksworld, 30, 19, 0.4, 1.0, 0.9104672307290101
12, blocksworld, 30, 19, 0.5, 1.0, 0.9321356302944133
12, blocksworld, 30, 19, 0.6, 1.0, 0.9310980177836797
12, blocksworld, 30, 19, 0.7, 1.0, 0.9403027262385644
12, blocksworld, 30, 19, 0.8, 1.0, 0.9455616070206173
12, blocksworld, 30, 19, 0.9, 1.0, 0.9367906522638829
12, blocksworld, 30, 19, 1.0, 1.0, 0.9840778516283567
13, blocksworld, 90, 19, 0.1, 1.0, 0.9599079219514396
13, blocksworld, 90, 19, 0.2, 1.0, 0.959115866656868
13, blocksworld, 90, 19, 0.3, 1.0, 0.9680374481396827
13, blocksworld, 90, 19, 0.4, 1.0, 0.9728776004383133
13, blocksworld, 90, 19, 0.5, 1.0, 0.9843959260577065
13, blocksworld, 90, 19, 0.6, 1.0, 0.988585540603657
13, blocksworld, 90, 19, 0.7, 1.0, 0.9857624743965878
13, blocksworld, 90, 19, 0.8, 1.0, 0.9944052354285762
13, blocksworld, 90, 19, 0.9, 1.0, 0.9652760451185882
13, blocksworld, 90, 19, 1.0, 1.0, 0.5948653198653199
14, blocksworld, 136, 18, 0.1, 0.5789783669363135, 0.6738942393436775
14, blocksworld, 136, 18, 0.2, 0.5789783669363135, 0.6718424645844001
14, blocksworld, 136, 18, 0.3, 0.5789783669363135, 0.66916597048176
14, blocksworld, 136, 18, 0.4, 0.5789783669363135, 0.6747145641882485
14, blocksworld, 136, 18, 0.5, 0.5789783669363135, 0.6871292287958956
14, blocksworld, 136, 18, 0.6, 0.5789783669363135, 0.6831542942654054
14, blocksworld, 136, 18, 0.7, 0.5789783669363135, 0.6773288439955107
14, blocksworld, 136, 18, 0.8, 0.5789783669363135, 0.6863476030142697
14, blocksworld, 136, 18, 0.9, 0.5789783669363135, 0.6757856341189675
14, blocksworld, 136, 18, 1.0, 0.5789783669363135, 0.6860736999625888
15, blocksworld, 238, 15, 0.1, 0.3736530849672458, 0.8320848938826467
15, blocksworld, 238, 15, 0.2, 0.3736530849672458, 0.8393070489844684
15, blocksworld, 238, 15, 0.3, 0.3736530849672458, 0.8380116959064328
15, blocksworld, 238, 15, 0.4, 0.3736530849672458, 0.8450292397660819
15, blocksworld, 238, 15, 0.5, 0.3736530849672458, 0.8400673400673401
15, blocksworld, 238, 15, 0.6, 0.3736530849672458, 0.8451178451178452
15, blocksworld, 238, 15, 0.7, 0.3736530849672458, 0.8400673400673401
15, blocksworld, 238, 15, 0.8, 0.3736530849672458, 0.8400673400673401
15, blocksworld, 238, 15, 0.9, 0.3736530849672458, 0.8546576879910214
15, blocksworld, 238, 15, 1.0, 0.3736530849672458, 0.8338945005611673
16, blocksworld, 622, 14, 0.1, 1.0, 0.9552807403114127
16, blocksworld, 622, 14, 0.2, 1.0, 0.9619108024706857
16, blocksworld, 622, 14, 0.3, 1.0, 0.9698892624511233
16, blocksworld, 622, 14, 0.4, 1.0, 0.9726562987640359
16, blocksworld, 622, 14, 0.5, 1.0, 0.9835053602990865
16, blocksworld, 622, 14, 0.6, 1.0, 0.9899282767169352
16, blocksworld, 622, 14, 0.7, 1.0, 0.9913736459965192
16, blocksworld, 622, 14, 0.8, 1.0, 0.9913054134954408
16, blocksworld, 622, 14, 0.9, 1.0, 0.9643767166791527
16, blocksworld, 622, 14, 1.0, 1.0, 0.5948051948051948
17, blocksworld, 50, 19, 0.1, 1.0, 0.9605331462086685
17, blocksworld, 50, 19, 0.2, 1.0, 0.9584259266299874
17, blocksworld, 50, 19, 0.3, 1.0, 0.9661239717262238
17, blocksworld, 50, 19, 0.4, 1.0, 0.9720200523028738
17, blocksworld, 50, 19, 0.5, 1.0, 0.980478777702294
17, blocksworld, 50, 19, 0.6, 1.0, 0.9854244590305106
17, blocksworld, 50, 19, 0.7, 1.0, 0.9874199144983397
17, blocksworld, 50, 19, 0.8, 1.0, 0.9901246949580248
17, blocksworld, 50, 19, 0.9, 1.0, 0.9652832317454546
17, blocksworld, 50, 19, 1.0, 1.0, 0.5937597165667341
18, blocksworld, 138, 19, 0.1, 1.0, 0.9579959274295242
18, blocksworld, 138, 19, 0.2, 1.0, 0.9630847122919168
18, blocksworld, 138, 19, 0.3, 1.0, 0.966764824672337
18, blocksworld, 138, 19, 0.4, 1.0, 0.9734517363184273
18, blocksworld, 138, 19, 0.5, 1.0, 0.9793962419785901
18, blocksworld, 138, 19, 0.6, 1.0, 0.9867903295131163
18, blocksworld, 138, 19, 0.7, 1.0, 0.9880833327656319
18, blocksworld, 138, 19, 0.8, 1.0, 0.9914999263877485
18, blocksworld, 138, 19, 0.9, 1.0, 0.9657616219633451
18, blocksworld, 138, 19, 1.0, 1.0, 0.5948372615039281
19, blocksworld, 204, 18, 0.1, 1.0, 0.7141661880105039
19, blocksworld, 204, 18, 0.2, 1.0, 0.7182873856729516
19, blocksworld, 204, 18, 0.3, 1.0, 0.7147135324641505
19, blocksworld, 204, 18, 0.4, 1.0, 0.7125943097192138
19, blocksworld, 204, 18, 0.5, 1.0, 0.7338274203603659
19, blocksworld, 204, 18, 0.6, 1.0, 0.7468583690973762
19, blocksworld, 204, 18, 0.7, 1.0, 0.7737376441426183
19, blocksworld, 204, 18, 0.8, 1.0, 0.7961905519820108
19, blocksworld, 204, 18, 0.9, 1.0, 0.8403820370217754
19, blocksworld, 204, 18, 1.0, 1.0, 0.9224525194222165
20, blocksworld, 358, 15, 0.1, 0.3736530849672458, 0.822721598002497
20, blocksworld, 358, 15, 0.2, 0.3736530849672458, 0.8219832735961768
20, blocksworld, 358, 15, 0.3, 0.3736530849672458, 0.8298245614035088
20, blocksworld, 358, 15, 0.4, 0.3736530849672458, 0.8298245614035088
20, blocksworld, 358, 15, 0.5, 0.3736530849672458, 0.8361391694725029
20, blocksworld, 358, 15, 0.6, 0.3736530849672458, 0.8569023569023569
20, blocksworld, 358, 15, 0.7, 0.3736530849672458, 0.8400673400673401
20, blocksworld, 358, 15, 0.8, 0.3736530849672458, 0.8434343434343434
20, blocksworld, 358, 15, 0.9, 0.3736530849672458, 0.8344556677890012
20, blocksworld, 358, 15, 1.0, 0.3736530849672458, 0.8316498316498316
21, blocksworld, 66, 19, 0.1, 1.0, 0.9617500497966285
21, blocksworld, 66, 19, 0.2, 1.0, 0.9579036436958527
21, blocksworld, 66, 19, 0.3, 1.0, 0.9731742783205032
21, blocksworld, 66, 19, 0.4, 1.0, 0.9735562130258341
21, blocksworld, 66, 19, 0.5, 1.0, 0.9795640773910397
21, blocksworld, 66, 19, 0.6, 1.0, 0.9896330253957788
21, blocksworld, 66, 19, 0.7, 1.0, 0.9891798381291966
21, blocksworld, 66, 19, 0.8, 1.0, 0.9924393829523309
21, blocksworld, 66, 19, 0.9, 1.0, 0.9639051594691587
21, blocksworld, 66, 19, 1.0, 1.0, 0.5954919566030678
22, blocksworld, 179, 19, 0.1, 1.0, 0.9584077616767418
22, blocksworld, 179, 19, 0.2, 1.0, 0.9594561724775474
22, blocksworld, 179, 19, 0.3, 1.0, 0.9728348802547968
22, blocksworld, 179, 19, 0.4, 1.0, 0.9738909154709033
22, blocksworld, 179, 19, 0.5, 1.0, 0.9821685734704488
22, blocksworld, 179, 19, 0.6, 1.0, 0.9884199150473075
22, blocksworld, 179, 19, 0.7, 1.0, 0.9875074709116218
22, blocksworld, 179, 19, 0.8, 1.0, 0.9935436561765942
22, blocksworld, 179, 19, 0.9, 1.0, 0.967911962764904
22, blocksworld, 179, 19, 1.0, 1.0, 0.5948773448773448
23, blocksworld, 270, 18, 0.1, 1.0, 0.9615245573404724
23, blocksworld, 270, 18, 0.2, 1.0, 0.9619204193836192
23, blocksworld, 270, 18, 0.3, 1.0, 0.9683159388270117
23, blocksworld, 270, 18, 0.4, 1.0, 0.9718521456470716
23, blocksworld, 270, 18, 0.5, 1.0, 0.9845419224047759
23, blocksworld, 270, 18, 0.6, 1.0, 0.9829749602167625
23, blocksworld, 270, 18, 0.7, 1.0, 0.9880946356987209
23, blocksworld, 270, 18, 0.8, 1.0, 0.9888349237766821
23, blocksworld, 270, 18, 0.9, 1.0, 0.965553428053428
23, blocksworld, 270, 18, 1.0, 1.0, 0.5944684944684945
24, blocksworld, 465, 15, 0.1, 0.3736530849672458, 0.822721598002497
24, blocksworld, 465, 15, 0.2, 0.3736530849672458, 0.8219832735961768
24, blocksworld, 465, 15, 0.3, 0.3736530849672458, 0.827485380116959
24, blocksworld, 465, 15, 0.4, 0.3736530849672458, 0.839766081871345
24, blocksworld, 465, 15, 0.5, 0.3736530849672458, 0.8535353535353535
24, blocksworld, 465, 15, 0.6, 0.3736530849672458, 0.8221099887766555
24, blocksworld, 465, 15, 0.7, 0.3736530849672458, 0.8479236812570147
24, blocksworld, 465, 15, 0.8, 0.3736530849672458, 0.8630751964085297
24, blocksworld, 465, 15, 0.9, 0.3736530849672458, 0.8294051627384961
24, blocksworld, 465, 15, 1.0, 0.3736530849672458, 0.8468013468013468
25, blocksworld, 66, 19, 0.1, 1.0, 0.9600349401610705
25, blocksworld, 66, 19, 0.2, 1.0, 0.9621375296874578
25, blocksworld, 66, 19, 0.3, 1.0, 0.9709075210975416
25, blocksworld, 66, 19, 0.4, 1.0, 0.9743435067986239
25, blocksworld, 66, 19, 0.5, 1.0, 0.9830966017192274
25, blocksworld, 66, 19, 0.6, 1.0, 0.98625438963433
25, blocksworld, 66, 19, 0.7, 1.0, 0.9874819154388084
25, blocksworld, 66, 19, 0.8, 1.0, 0.9916018924679362
25, blocksworld, 66, 19, 0.9, 1.0, 0.9660973972991204
25, blocksworld, 66, 19, 1.0, 1.0, 0.5952380952380952
26, blocksworld, 194, 19, 0.1, 1.0, 0.9621553511347809
26, blocksworld, 194, 19, 0.2, 1.0, 0.9615867629511208
26, blocksworld, 194, 19, 0.3, 1.0, 0.9716553995290124
26, blocksworld, 194, 19, 0.4, 1.0, 0.9704398901110839
26, blocksworld, 194, 19, 0.5, 1.0, 0.9802090035326183
26, blocksworld, 194, 19, 0.6, 1.0, 0.9858896960736431
26, blocksworld, 194, 19, 0.7, 1.0, 0.9891917431759654
26, blocksworld, 194, 19, 0.8, 1.0, 0.9931860691969598
26, blocksworld, 194, 19, 0.9, 1.0, 0.9659755788543667
26, blocksworld, 194, 19, 1.0, 1.0, 0.5957912457912458
27, blocksworld, 310, 18, 0.1, 1.0, 0.9568277415129866
27, blocksworld, 310, 18, 0.2, 1.0, 0.9623252125210324
27, blocksworld, 310, 18, 0.3, 1.0, 0.9683642581081675
27, blocksworld, 310, 18, 0.4, 1.0, 0.9733860197647399
27, blocksworld, 310, 18, 0.5, 1.0, 0.9828178076542066
27, blocksworld, 310, 18, 0.6, 1.0, 0.9878115575821365
27, blocksworld, 310, 18, 0.7, 1.0, 0.9859535369691325
27, blocksworld, 310, 18, 0.8, 1.0, 0.9937924958823334
27, blocksworld, 310, 18, 0.9, 1.0, 0.9651563099630732
27, blocksworld, 310, 18, 1.0, 1.0, 0.5959595959595959
28, blocksworld, 516, 15, 0.1, 0.3736530849672458, 0.8264669163545568
28, blocksworld, 516, 15, 0.2, 0.3736530849672458, 0.8470728793309439
28, blocksworld, 516, 15, 0.3, 0.3736530849672458, 0.8374269005847954
28, blocksworld, 516, 15, 0.4, 0.3736530849672458, 0.8245614035087719
28, blocksworld, 516, 15, 0.5, 0.3736530849672458, 0.8215488215488216
28, blocksworld, 516, 15, 0.6, 0.3736530849672458, 0.851290684624018
28, blocksworld, 516, 15, 0.7, 0.3736530849672458, 0.8462401795735129
28, blocksworld, 516, 15, 0.8, 0.3736530849672458, 0.8344556677890012
28, blocksworld, 516, 15, 0.9, 0.3736530849672458, 0.8439955106621774
28, blocksworld, 516, 15, 1.0, 0.3736530849672458, 0.8636363636363636
29, childsnack, 10, 40, 0.1, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.2, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.3, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.4, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.5, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.6, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.7, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.8, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 0.9, 0.6024334084283064, 0.0
29, childsnack, 10, 40, 1.0, 0.6024334084283064, 0.0
30, childsnack, 30, 40, 0.1, 0.8098048635038432, 0.8409090909090909
30, childsnack, 30, 40, 0.2, 0.8098048635038432, 0.8125
30, childsnack, 30, 40, 0.3, 0.8098048635038432, 0.8571428571428571
30, childsnack, 30, 40, 0.4, 0.8098048635038432, 0.8367346938775511
30, childsnack, 30, 40, 0.5, 0.8098048635038432, 0.8367346938775511
30, childsnack, 30, 40, 0.6, 0.8098048635038432, 0.8571428571428571
30, childsnack, 30, 40, 0.7, 0.8098048635038432, 0.8571428571428571
30, childsnack, 30, 40, 0.8, 0.8098048635038432, 0.8571428571428571
30, childsnack, 30, 40, 0.9, 0.8098048635038432, 0.8571428571428571
30, childsnack, 30, 40, 1.0, 0.8098048635038432, 0.8571428571428571
31, childsnack, 50, 38, 0.1, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.2, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.3, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.4, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.5, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.6, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.7, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.8, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 0.9, 0.7200781503077421, 1.0
31, childsnack, 50, 38, 1.0, 0.7200781503077421, 1.0
32, childsnack, 94, 33, 0.1, 0.3633523034033238, 0.8409090909090909
32, childsnack, 94, 33, 0.2, 0.3633523034033238, 0.8125
32, childsnack, 94, 33, 0.3, 0.3633523034033238, 0.8163265306122449
32, childsnack, 94, 33, 0.4, 0.3633523034033238, 0.8163265306122449
32, childsnack, 94, 33, 0.5, 0.3633523034033238, 0.8163265306122449
32, childsnack, 94, 33, 0.6, 0.3633523034033238, 0.8163265306122449
32, childsnack, 94, 33, 0.7, 0.3633523034033238, 0.8163265306122449
32, childsnack, 94, 33, 0.8, 0.3633523034033238, 0.8163265306122449
32, childsnack, 94, 33, 0.9, 0.3633523034033238, 0.8163265306122449
32, childsnack, 94, 33, 1.0, 0.3633523034033238, 0.8163265306122449
33, childsnack, 242, 32, 0.1, 0.6610793307221878, 0.8409090909090909
33, childsnack, 242, 32, 0.2, 0.6610793307221878, 0.8125
33, childsnack, 242, 32, 0.3, 0.6610793307221878, 0.8571428571428571
33, childsnack, 242, 32, 0.4, 0.6610793307221878, 0.8367346938775511
33, childsnack, 242, 32, 0.5, 0.6610793307221878, 0.8163265306122449
33, childsnack, 242, 32, 0.6, 0.6610793307221878, 0.8163265306122449
33, childsnack, 242, 32, 0.7, 0.6610793307221878, 0.826530612244898
33, childsnack, 242, 32, 0.8, 0.6610793307221878, 0.8367346938775511
33, childsnack, 242, 32, 0.9, 0.6610793307221878, 0.8367346938775511
33, childsnack, 242, 32, 1.0, 0.6610793307221878, 0.8367346938775511
34, childsnack, 486, 31, 0.1, 0.7827155176644973, 1.0
34, childsnack, 486, 31, 0.2, 0.7827155176644973, 1.0
34, childsnack, 486, 31, 0.3, 0.7827155176644973, 1.0
34, childsnack, 486, 31, 0.4, 0.7827155176644973, 1.0
34, childsnack, 486, 31, 0.5, 0.7827155176644973, 0.9693877551020408
34, childsnack, 486, 31, 0.6, 0.7827155176644973, 0.8015873015873015
34, childsnack, 486, 31, 0.7, 0.7827155176644973, 0.9158163265306123
34, childsnack, 486, 31, 0.8, 0.7827155176644973, 0.9297619047619048
34, childsnack, 486, 31, 0.9, 0.7827155176644973, 0.9309523809523809
34, childsnack, 486, 31, 1.0, 0.7827155176644973, 0.9284580498866212
35, childsnack, 15, 40, 0.1, 0.5709157905586477, 1.0
35, childsnack, 15, 40, 0.2, 0.5709157905586477, 1.0
35, childsnack, 15, 40, 0.3, 0.5709157905586477, 1.0
35, childsnack, 15, 40, 0.4, 0.5709157905586477, 1.0
35, childsnack, 15, 40, 0.5, 0.5709157905586477, 1.0
35, childsnack, 15, 40, 0.6, 0.5709157905586477, 1.0
